Id,Category
1061,2
1062,0
1063,0
1064,0
1065,9
1066,0
1067,7
1068,9
1069,0
1070,9
1071,0
1072,4
1073,8
1074,0
1075,8
1076,0
1077,7
1078,4
1079,5
1080,1
1081,3
1082,1
1083,9
1084,0
1085,8
1086,2
1087,1
1088,3
1089,1
1090,2
1091,4
1092,2
1093,8
1094,9
1095,8
1096,0
1097,6
1098,6
1099,0
1100,5
1101,1
1102,2
1103,3
1104,6
1105,0
1106,1
1107,0
1108,5
1109,1
1110,7
1111,9
1112,2
1113,9
1114,4
1115,4
1116,8
1117,0
1118,8
1119,4
1120,9
1121,1
1122,3
1123,6
1124,9
1125,8
1126,0
1127,7
1128,2
1129,0
1130,9
1131,4
1132,7
1133,4
1134,5
1135,0
1136,9
1137,5
1138,9
1139,3
1140,0
1141,3
1142,2
1143,1
1144,3
1145,6
1146,5
1147,2
1148,3
1149,6
1150,4
1151,3
1152,2
1153,2
1154,7
1155,4
1156,2
1157,5
1158,9
1159,7
1160,4
1161,7
1162,5
1163,8
1164,8
1165,3
1166,8
1167,3
1168,1
1169,7
1170,1
1171,7
1172,3
1173,9
1174,4
1175,9
1176,4
1177,8
1178,6
1179,9
1180,1
1181,8
1182,9
1183,6
1184,2
1185,0
1186,3
1187,0
1188,5
1189,4
1190,7
1191,7
1192,0
1193,3
1194,2
1195,6
1196,2
1197,2
1198,0
1199,7
1200,6
1201,9
1202,1
1203,0
1204,8
1205,0
1206,4
1207,8
1208,2
1209,5
1210,5
1211,9
1212,2
1213,0
1214,9
1215,2
1216,3
1217,3
1218,2
1219,8
1220,0
1221,8
1222,8
1223,0
1224,8
1225,2
1226,2
1227,5
1228,3
1229,8
1230,1
1231,8
1232,8
1233,9
1234,1
1235,8
1236,6
1237,1
1238,3
1239,7
1240,9
1241,9
1242,3
1243,4
1244,0
1245,1
1246,4
1247,7
1248,0
1249,2
1250,2
1251,9
1252,2
1253,3
1254,2
1255,5
1256,0
1257,1
1258,4
1259,9
1260,6
1261,7
1262,1
1263,0
1264,7
1265,5
1266,5
1267,3
1268,8
1269,4
1270,0
1271,7
1272,2
1273,4
1274,1
1275,8
1276,6
1277,2
1278,3
1279,6
1280,0
1281,8
1282,8
1283,9
1284,0
1285,8
1286,1
1287,8
1288,4
1289,1
1290,9
1291,5
1292,4
1293,2
1294,7
1295,8
1296,0
1297,7
1298,0
1299,5
1300,6
1301,3
1302,5
1303,8
1304,6
1305,7
1306,6
1307,4
1308,8
1309,7
1310,9
1311,6
1312,2
1313,7
1314,1
1315,4
1316,9
1317,9
1318,0
1319,8
1320,0
1321,9
1322,4
1323,8
1324,4
1325,4
1326,2
1327,1
1328,4
1329,8
1330,3
1331,8
1332,2
1333,5
1334,2
1335,0
1336,4
1337,3
1338,2
1339,4
1340,0
1341,8
1342,6
1343,2
1344,6
1345,2
1346,4
1347,4
1348,6
1349,7
1350,9
1351,7
1352,0
1353,5
1354,3
1355,3
1356,5
1357,4
1358,1
1359,4
1360,5
1361,5
1362,1
1363,1
1364,0
1365,7
1366,5
1367,5
1368,0
1369,7
1370,0
1371,1
1372,6
1373,5
1374,7
1375,4
1376,5
1377,4
1378,3
1379,7
1380,9
1381,5
1382,2
1383,4
1384,9
1385,7
1386,8
1387,2
1388,0
1389,4
1390,0
1391,0
1392,2
1393,5
1394,9
1395,8
1396,8
1397,8
1398,2
1399,7
1400,1
1401,6
1402,1
1403,5
1404,1
1405,2
1406,5
1407,3
1408,8
1409,1
1410,0
1411,1
1412,9
1413,3
1414,1
1415,7
1416,3
1417,0
1418,5
1419,7
1420,7
1421,2
1422,2
1423,8
1424,8
1425,9
1426,1
1427,2
1428,2
1429,3
1430,3
1431,9
1432,5
1433,2
1434,7
1435,7
1436,2
1437,0
1438,7
1439,0
1440,0
1441,8
1442,1
1443,5
1444,7
1445,5
1446,2
1447,5
1448,1
1449,1
1450,7
1451,8
1452,6
1453,7
1454,9
1455,2
1456,3
1457,9
1458,5
1459,4
1460,1
1461,9
1462,2
1463,1
1464,3
1465,5
1466,6
1467,4
1468,8
1469,9
1470,2
1471,7
1472,6
1473,6
1474,6
1475,3
1476,6
1477,2
1478,2
1479,5
1480,6
1481,6
1482,0
1483,6
1484,1
1485,0
1486,5
1487,9
1488,4
1489,7
1490,0
1491,1
1492,9
1493,8
1494,2
1495,1
1496,8
1497,4
1498,4
1499,8
1500,8
1501,1
1502,7
1503,3
1504,1
1505,3
1506,9
1507,6
1508,0
1509,5
1510,4
1511,3
1512,9
1513,7
1514,4
1515,0
1516,8
1517,0
1518,6
1519,4
1520,3
1521,9
1522,6
1523,8
1524,6
1525,6
1526,3
1527,4
1528,7
1529,0
1530,2
1531,7
1532,5
1533,3
1534,1
1535,7
1536,4
1537,1
1538,8
1539,4
1540,0
1541,4
1542,1
1543,3
1544,5
1545,8
1546,0
1547,4
1548,3
1549,4
1550,4
1551,3
1552,9
1553,8
1554,9
1555,3
1556,0
1557,4
1558,0
1559,4
1560,8
1561,3
1562,1
1563,0
1564,9
1565,7
1566,0
1567,7
1568,1
1569,8
1570,4
1571,7
1572,2
1573,6
1574,7
1575,5
1576,3
1577,5
1578,1
1579,8
1580,0
1581,1
1582,1
1583,9
1584,4
1585,2
1586,4
1587,2
1588,3
1589,5
1590,6
1591,9
1592,0
1593,7
1594,4
1595,6
1596,7
1597,9
1598,4
1599,3
1600,8
1601,3
1602,6
1603,8
1604,3
1605,2
1606,3
1607,1
1608,5
1609,5
1610,6
1611,2
1612,8
1613,5
1614,6
1615,7
1616,9
1617,0
1618,8
1619,7
1620,6
1621,3
1622,0
1623,9
1624,9
1625,6
1626,5
1627,0
1628,1
1629,0
1630,6
1631,2
1632,3
1633,0
1634,3
1635,6
1636,4
1637,8
1638,9
1639,6
1640,1
1641,2
1642,4
1643,6
1644,0
1645,3
1646,0
1647,7
1648,9
1649,8
1650,1
1651,9
1652,9
1653,5
1654,8
1655,4
1656,8
1657,3
1658,3
1659,3
1660,3
1661,4
1662,7
1663,0
1664,5
1665,5
1666,7
1667,0
1668,6
1669,3
1670,3
1671,9
1672,0
1673,7
1674,6
1675,5
1676,4
1677,3
1678,1
1679,4
1680,9
1681,9
1682,0
1683,0
1684,1
1685,8
1686,3
1687,0
1688,8
1689,8
1690,8
1691,8
1692,5
1693,8
1694,0
1695,9
1696,2
1697,8
1698,3
1699,9
1700,0
1701,6
1702,2
1703,4
1704,2
1705,3
1706,8
1707,5
1708,3
1709,4
1710,1
1711,7
1712,1
1713,5
1714,3
1715,6
1716,7
1717,4
1718,5
1719,7
1720,0
1721,7
1722,7
1723,9
1724,2
1725,0
1726,9
1727,7
1728,2
1729,1
1730,0
1731,0
1732,3
1733,2
1734,5
1735,7
1736,3
1737,6
1738,7
1739,9
1740,6
1741,7
1742,8
1743,1
1744,5
1745,5
1746,7
1747,0
1748,7
1749,2
1750,6
1751,4
1752,1
1753,3
1754,5
1755,5
1756,5
1757,6
1758,3
1759,2
1760,9
1761,7
1762,9
1763,9
1764,1
1765,0
1766,9
1767,9
1768,7
1769,2
1770,7
1771,3
1772,0
1773,1
1774,1
1775,0
1776,9
1777,7
1778,4
1779,2
1780,3
1781,9
1782,1
1783,8
1784,6
1785,7
1786,0
1787,1
1788,0
1789,2
1790,6
1791,9
1792,7
1793,0
1794,0
1795,3
1796,0
1797,3
1798,2
1799,3
1800,1
1801,1
1802,4
1803,3
1804,1
1805,1
1806,2
1807,6
1808,2
1809,5
1810,8
1811,9
1812,5
1813,4
1814,4
1815,3
1816,1
1817,0
1818,7
1819,9
1820,6
1821,4
1822,5
1823,3
1824,7
1825,2
1826,0
1827,8
1828,1
1829,1
1830,4
1831,1
1832,3
1833,7
1834,4
1835,4
1836,0
1837,7
1838,0
1839,5
1840,8
1841,4
1842,0
1843,2
1844,2
1845,4
1846,1
1847,0
1848,6
1849,1
1850,0
1851,6
1852,7
1853,0
1854,3
1855,7
1856,8
1857,0
1858,6
1859,9
1860,5
1861,7
1862,7
1863,7
1864,1
1865,5
1866,7
1867,9
1868,5
1869,9
1870,9
1871,7
1872,1
1873,8
1874,3
1875,3
1876,0
1877,8
1878,3
1879,8
1880,7
1881,5
1882,5
1883,2
1884,2
1885,0
1886,8
1887,1
1888,7
1889,1
1890,6
1891,3
1892,5
1893,3
1894,7
1895,0
1896,1
1897,3
1898,7
1899,8
1900,0
1901,9
1902,3
1903,0
1904,9
1905,7
1906,4
1907,1
1908,1
1909,5
1910,2
1911,0
1912,4
1913,2
1914,9
1915,0
1916,5
1917,6
1918,6
1919,1
1920,9
1921,4
1922,2
1923,4
1924,0
1925,1
1926,6
1927,7
1928,8
1929,2
1930,0
1931,7
1932,5
1933,0
1934,8
1935,7
1936,9
1937,8
1938,0
1939,4
1940,9
1941,8
1942,5
1943,1
1944,8
1945,6
1946,2
1947,3
1948,1
1949,2
1950,9
1951,1
1952,9
1953,8
1954,9
1955,4
1956,1
1957,7
1958,6
1959,6
1960,4
1961,0
1962,4
1963,9
1964,4
1965,1
1966,7
1967,1
1968,3
1969,8
1970,1
1971,9
1972,9
1973,1
1974,0
1975,3
1976,9
1977,7
1978,0
1979,0
1980,9
1981,0
1982,8
1983,3
1984,6
1985,0
1986,3
1987,3
1988,5
1989,0
1990,1
1991,6
1992,1
1993,9
1994,7
1995,3
1996,9
1997,5
1998,1
1999,3
2000,5
2001,3
2002,3
2003,9
2004,8
2005,7
2006,7
2007,2
2008,6
2009,0
2010,2
2011,7
2012,5
2013,5
2014,4
2015,5
2016,8
2017,8
2018,9
2019,7
2020,5
2021,9
2022,1
2023,5
2024,4
2025,1
2026,7
2027,6
2028,8
2029,4
2030,8
2031,2
2032,6
2033,3
2034,8
2035,2
2036,3
2037,2
2038,2
2039,1
2040,2
2041,3
2042,4
2043,6
2044,9
2045,3
2046,7
2047,3
2048,8
2049,9
2050,5
2051,5
2052,9
2053,2
2054,5
2055,6
2056,0
2057,6
2058,1
2059,0
2060,0
2061,0
2062,3
2063,3
2064,8
2065,4
2066,7
2067,0
2068,1
2069,4
2070,7
2071,7
2072,9
2073,6
2074,6
2075,7
2076,2
2077,7
2078,7
2079,3
2080,3
2081,9
2082,1
2083,1
2084,0
2085,5
2086,3
2087,6
2088,5
2089,3
2090,1
2091,0
2092,1
2093,6
2094,3
2095,9
2096,7
2097,5
2098,4
2099,0
2100,0
2101,6
2102,7
2103,0
2104,8
2105,6
2106,3
2107,4
2108,8
2109,1
2110,9
2111,9
2112,9
2113,5
2114,0
2115,0
2116,6
2117,2
2118,3
2119,0
2120,9
2121,3
2122,3
2123,2
2124,8
2125,6
2126,2
2127,2
2128,1
2129,5
2130,7
2131,3
2132,3
2133,3
2134,9
2135,8
2136,3
2137,4
2138,4
2139,0
2140,3
2141,2
2142,3
2143,9
2144,8
2145,6
2146,9
2147,8
2148,5
2149,2
2150,3
2151,8
2152,6
2153,8
2154,4
2155,8
2156,8
2157,0
2158,4
2159,9
2160,4
2161,2
2162,2
2163,8
2164,3
2165,7
2166,7
2167,0
2168,8
2169,7
2170,6
2171,1
2172,3
2173,1
2174,2
2175,9
2176,8
2177,1
2178,3
2179,8
2180,1
2181,3
2182,5
2183,5
2184,7
2185,7
2186,6
2187,7
2188,0
2189,7
2190,6
2191,8
2192,3
2193,3
2194,5
2195,4
2196,4
2197,9
2198,1
2199,4
2200,9
2201,8
2202,2
2203,2
2204,9
2205,6
2206,3
2207,8
2208,7
2209,9
2210,9
2211,1
2212,4
2213,6
2214,1
2215,7
2216,3
2217,1
2218,1
2219,6
2220,6
2221,9
2222,3
2223,2
2224,0
2225,7
2226,8
2227,3
2228,4
2229,6
2230,8
2231,1
2232,1
2233,0
2234,8
2235,8
2236,0
2237,1
2238,9
2239,1
2240,9
2241,1
2242,8
2243,6
2244,3
2245,5
2246,7
2247,5
2248,6
2249,5
2250,0
2251,6
2252,3
2253,0
2254,1
2255,2
2256,6
2257,9
2258,2
2259,3
2260,6
2261,5
2262,6
2263,3
2264,3
2265,9
2266,8
2267,8
2268,3
2269,0
2270,1
2271,6
2272,2
2273,0
2274,1
2275,7
2276,2
2277,9
2278,1
2279,4
2280,1
2281,9
2282,6
2283,0
2284,0
2285,5
2286,8
2287,6
2288,7
2289,3
2290,2
2291,7
2292,5
2293,1
2294,6
2295,2
2296,1
2297,6
2298,5
2299,8
2300,6
2301,7
2302,2
2303,1
2304,0
2305,7
2306,5
2307,4
2308,6
2309,7
2310,7
2311,1
2312,9
2313,3
2314,6
2315,8
2316,5
2317,0
2318,1
2319,6
2320,7
2321,7
2322,1
2323,5
2324,1
2325,3
2326,2
2327,5
2328,3
2329,2
2330,3
2331,9
2332,7
2333,3
2334,5
2335,1
2336,5
2337,1
2338,3
2339,3
2340,6
2341,7
2342,7
2343,5
2344,0
2345,1
2346,4
2347,0
2348,3
2349,5
2350,4
2351,1
2352,7
2353,7
2354,5
2355,7
2356,9
2357,5
2358,3
2359,6
2360,8
2361,5
2362,0
2363,9
2364,3
2365,1
2366,4
2367,3
2368,1
2369,1
2370,8
2371,8
2372,0
2373,8
2374,7
2375,6
2376,0
2377,9
2378,8
2379,7
2380,4
2381,9
2382,7
2383,2
2384,7
2385,9
2386,9
2387,5
2388,4
2389,9
2390,1
2391,3
2392,4
2393,7
2394,2
2395,0
2396,0
2397,0
2398,4
2399,6
2400,2
2401,0
2402,6
2403,5
2404,0
2405,9
2406,9
2407,2
2408,1
2409,7
2410,1
2411,6
2412,4
2413,3
2414,9
2415,8
2416,1
2417,6
2418,8
2419,0
2420,8
2421,2
2422,2
2423,2
2424,9
2425,0
2426,2
2427,1
2428,6
2429,0
2430,0
2431,2
2432,9
2433,1
2434,2
2435,7
2436,9
2437,7
2438,0
2439,1
2440,3
2441,2
2442,5
2443,9
2444,3
2445,8
2446,4
2447,2
2448,6
2449,1
2450,2
2451,9
2452,8
2453,3
2454,8
2455,8
2456,8
2457,4
2458,5
2459,6
2460,4
2461,8
2462,4
2463,3
2464,5
2465,9
2466,8
2467,7
2468,7
2469,2
2470,1
2471,4
2472,6
2473,7
2474,5
2475,8
2476,1
2477,5
2478,0
2479,4
2480,9
2481,7
2482,2
2483,2
2484,3
2485,4
2486,4
2487,5
2488,7
2489,6
2490,4
2491,8
2492,1
2493,2
2494,3
2495,2
2496,4
2497,1
2498,3
2499,9
2500,4
2501,4
2502,7
2503,6
2504,6
2505,5
2506,2
2507,4
2508,2
2509,5
2510,2
2511,9
2512,6
2513,4
2514,0
2515,0
2516,5
2517,4
2518,7
2519,8
2520,2
2521,3
2522,5
2523,9
2524,9
2525,0
2526,6
2527,5
2528,6
2529,5
2530,7
2531,2
2532,8
2533,3
2534,9
2535,2
2536,4
2537,7
2538,6
2539,4
2540,4
2541,3
2542,7
2543,2
2544,8
2545,2
2546,6
2547,0
2548,1
2549,0
2550,7
2551,4
2552,0
2553,5
2554,8
2555,6
2556,8
2557,1
2558,1
2559,0
2560,2
2561,9
2562,8
2563,2
2564,5
2565,2
2566,9
2567,3
2568,0
2569,3
2570,9
2571,4
2572,1
2573,9
2574,1
2575,9
2576,7
2577,1
2578,0
2579,0
2580,5
2581,0
2582,1
2583,0
2584,0
2585,4
2586,3
2587,4
2588,3
2589,9
2590,1
2591,4
2592,5
2593,8
2594,3
2595,5
2596,6
2597,5
2598,5
2599,8
2600,9
2601,3
2602,7
2603,0
2604,7
2605,2
2606,2
2607,4
2608,5
2609,8
2610,7
2611,1
2612,2
2613,2
2614,2
2615,4
2616,1
2617,2
2618,0
2619,5
2620,4
2621,3
2622,2
2623,8
2624,7
2625,9
2626,0
2627,4
2628,0
2629,8
2630,0
2631,3
2632,7
2633,4
2634,4
2635,0
2636,6
2637,3
2638,1
2639,0
2640,4
2641,6
2642,4
2643,5
2644,5
2645,0
2646,1
2647,9
2648,6
2649,5
2650,6
2651,0
2652,1
2653,7
2654,6
2655,7
2656,8
2657,0
2658,2
2659,1
2660,7
2661,8
2662,7
2663,6
2664,0
2665,9
2666,3
2667,7
2668,0
2669,6
2670,8
2671,2
2672,5
2673,4
2674,7
2675,4
2676,6
2677,7
2678,2
2679,8
2680,8
2681,1
2682,3
2683,3
2684,6
2685,4
2686,9
2687,9
2688,8
2689,7
2690,6
2691,1
2692,3
2693,9
2694,2
2695,8
2696,2
2697,8
2698,2
2699,1
2700,0
2701,1
2702,0
2703,4
2704,8
2705,7
2706,2
2707,1
2708,4
2709,8
2710,4
2711,0
2712,0
2713,6
2714,2
2715,8
2716,7
2717,8
2718,1
2719,3
2720,8
2721,8
2722,5
2723,7
2724,7
2725,6
2726,7
2727,9
2728,4
2729,6
2730,0
2731,7
2732,4
2733,1
2734,5
2735,9
2736,6
2737,6
2738,9
2739,6
2740,4
2741,4
2742,8
2743,6
2744,6
2745,7
2746,3
2747,4
2748,8
2749,1
2750,7
2751,8
2752,7
2753,7
2754,8
2755,1
2756,6
2757,3
2758,7
2759,1
2760,8
2761,2
2762,5
2763,8
2764,6
2765,0
2766,5
2767,8
2768,6
2769,1
2770,8
2771,4
2772,0
2773,8
2774,3
2775,9
2776,2
2777,2
2778,0
2779,4
2780,3
2781,2
2782,0
2783,4
2784,6
2785,1
2786,2
2787,2
2788,1
2789,5
2790,3
2791,2
2792,8
2793,4
2794,1
2795,7
2796,7
2797,5
2798,2
2799,7
2800,6
2801,2
2802,5
2803,6
2804,3
2805,9
2806,4
2807,7
2808,0
2809,8
2810,8
2811,3
2812,1
2813,1
2814,6
2815,3
2816,5
2817,2
2818,0
2819,4
2820,5
2821,2
2822,9
2823,6
2824,2
2825,2
2826,4
2827,0
2828,3
2829,2
2830,1
2831,1
2832,7
2833,2
2834,2
2835,9
2836,4
2837,7
2838,3
2839,8
2840,8
2841,4
2842,3
2843,4
2844,6
2845,1
2846,1
2847,1
2848,8
2849,6
2850,7
2851,9
2852,4
2853,3
2854,3
2855,6
2856,0
2857,1
2858,7
2859,2
2860,6
2861,5
2862,7
2863,3
2864,4
2865,6
2866,1
2867,3
2868,8
2869,7
2870,7
2871,8
2872,6
2873,7
2874,2
2875,1
2876,0
2877,5
2878,7
2879,8
2880,3
2881,7
2882,0
2883,6
2884,0
2885,2
2886,6
2887,7
2888,5
2889,2
2890,5
2891,7
2892,0
2893,5
2894,4
2895,8
2896,2
2897,5
2898,4
2899,5
2900,4
2901,7
2902,0
2903,2
2904,4
2905,9
2906,0
2907,1
2908,8
2909,3
2910,2
2911,2
2912,5
2913,9
2914,8
2915,8
2916,5
2917,1
2918,3
2919,0
2920,8
2921,7
2922,4
2923,4
2924,0
2925,4
2926,6
2927,5
2928,8
2929,7
2930,9
2931,7
2932,9
2933,6
2934,2
2935,7
2936,3
2937,1
2938,7
2939,3
2940,5
2941,7
2942,4
2943,0
2944,0
2945,0
2946,2
2947,4
2948,7
2949,5
2950,2
2951,6
2952,6
2953,7
2954,5
2955,5
2956,6
2957,1
2958,0
2959,2
2960,7
2961,5
2962,4
2963,4
2964,0
2965,5
2966,4
2967,9
2968,9
2969,5
2970,8
2971,0
2972,7
2973,6
2974,5
2975,0
2976,2
2977,3
2978,1
2979,3
2980,3
2981,3
2982,9
2983,3
2984,5
2985,4
2986,3
2987,0
2988,3
2989,8
2990,2
2991,9
2992,2
2993,7
2994,2
2995,8
2996,3
2997,0
