Id,Category
602,2
603,8
604,5
605,6
606,7
607,1
608,4
609,2
610,5
611,2
612,9
613,7
614,4
615,3
616,9
617,4
618,1
619,4
620,9
621,1
622,7
623,5
624,0
625,1
626,0
627,9
628,6
629,8
630,1
631,3
632,4
633,2
634,0
635,6
636,8
637,9
638,8
639,9
640,3
641,1
642,9
643,7
644,7
645,2
646,5
647,5
648,1
649,2
650,2
651,9
652,6
653,2
654,8
655,8
656,2
657,9
658,3
659,6
660,2
661,5
662,5
663,1
664,1
665,3
666,5
667,0
668,1
669,8
670,4
671,4
672,5
673,0
674,7
675,1
676,4
677,6
678,7
679,9
680,1
681,2
682,9
683,9
684,1
685,0
686,1
687,0
688,8
689,4
690,2
691,3
692,4
693,2
694,1
695,1
696,1
697,4
698,0
699,1
700,3
701,1
702,0
703,6
704,7
705,1
706,7
707,9
708,7
709,1
710,4
711,2
712,7
713,2
714,1
715,1
716,9
717,6
718,8
719,3
720,9
721,1
722,1
723,7
724,8
725,3
726,5
727,6
728,3
729,1
730,9
731,3
732,0
733,3
734,2
735,2
736,9
737,3
738,2
739,0
740,4
741,1
742,1
743,2
744,1
745,2
746,9
747,8
748,2
749,4
750,3
751,5
752,4
753,0
754,9
755,1
756,1
757,5
758,9
759,7
760,6
761,6
762,1
763,0
764,9
765,4
766,9
767,4
768,2
769,5
770,9
771,3
772,8
773,1
774,0
775,1
776,0
777,2
778,2
779,1
780,2
781,1
782,4
783,7
784,2
785,7
786,1
787,9
788,1
789,9
790,0
791,9
792,5
793,8
794,2
795,2
796,7
797,1
798,1
799,9
800,0
801,3
802,9
803,9
804,4
805,8
806,6
807,9
808,5
809,3
810,6
811,6
812,8
813,7
814,2
815,2
816,8
817,2
818,1
819,1
820,2
821,4
822,5
823,4
824,0
825,6
826,9
827,9
828,9
829,1
830,0
831,7
832,6
833,0
834,0
835,9
836,6
837,2
838,3
839,0
840,3
841,4
842,6
843,1
844,8
845,5
846,5
847,0
848,7
849,2
850,6
851,4
852,1
853,0
854,6
855,3
856,1
857,6
858,4
859,9
860,5
861,5
862,9
863,6
864,8
865,3
866,5
867,8
868,1
869,6
870,8
871,6
872,1
873,3
874,4
875,8
876,0
877,5
878,6
879,8
880,8
881,4
882,1
883,1
884,8
885,8
886,4
887,5
888,6
889,1
890,5
891,3
892,8
893,6
894,2
895,4
896,0
897,7
898,4
899,2
900,9
901,1
902,0
903,7
904,2
905,9
906,4
907,7
908,3
909,0
910,1
911,9
912,6
913,5
914,0
915,2
916,5
917,7
918,6
919,0
920,0
921,0
922,1
923,2
924,6
925,5
926,4
927,1
928,1
929,2
930,7
931,8
932,4
933,9
934,0
935,7
936,6
937,1
938,5
939,2
940,1
941,0
942,5
943,4
944,2
945,6
946,3
947,7
948,3
949,7
950,5
951,4
952,1
953,1
954,1
955,8
956,2
957,9
958,1
959,6
960,7
961,5
962,6
963,8
964,1
965,0
966,9
967,8
968,2
969,5
970,5
971,2
972,8
973,1
974,7
975,0
976,0
977,0
978,7
979,1
980,1
981,0
982,9
983,4
984,2
985,1
986,3
987,9
988,9
989,0
990,1
991,8
992,7
993,1
994,8
995,5
996,0
997,2
998,2
999,6
1000,4
1001,4
1002,0
1003,1
1004,0
1005,0
1006,1
1007,5
1008,0
1009,8
1010,0
1011,3
1012,3
1013,7
1014,7
1015,9
1016,1
1017,0
1018,7
1019,6
1020,3
1021,1
1022,5
1023,1
1024,6
1025,5
1026,1
1027,6
1028,0
1029,5
1030,1
1031,6
1032,4
1033,5
1034,5
1035,6
1036,6
1037,1
1038,4
1039,5
1040,2
1041,4
1042,8
1043,7
1044,1
1045,4
1046,1
1047,7
1048,5
1049,8
1050,3
1051,7
1052,0
1053,9
1054,1
1055,9
1056,7
1057,3
1058,4
1059,1
1060,1
1061,9
1062,9
1063,8
1064,8
1065,4
1066,3
1067,2
1068,3
1069,7
1070,4
1071,1
1072,2
1073,6
1074,1
1075,6
1076,3
1077,8
1078,7
1079,4
1080,1
1081,7
1082,3
1083,9
1084,7
1085,6
1086,4
1087,7
1088,7
1089,0
1090,3
1091,0
1092,7
1093,6
1094,7
1095,6
1096,0
1097,7
1098,2
1099,7
1100,3
1101,8
1102,1
1103,7
1104,1
1105,6
1106,9
1107,8
1108,6
1109,8
1110,8
1111,0
1112,5
1113,9
1114,3
1115,6
1116,7
1117,5
1118,8
1119,2
1120,3
1121,1
1122,3
1123,9
1124,1
1125,2
1126,8
1127,0
1128,9
1129,8
1130,4
1131,3
1132,0
1133,3
1134,9
1135,2
1136,2
1137,0
1138,0
1139,2
1140,0
1141,3
1142,9
1143,9
1144,9
1145,7
1146,4
1147,5
1148,6
1149,2
1150,3
1151,4
1152,8
1153,9
1154,2
1155,4
1156,8
1157,1
1158,9
1159,8
1160,7
1161,5
1162,3
1163,7
1164,4
1165,0
1166,8
1167,9
1168,9
1169,4
1170,8
1171,6
1172,2
1173,1
1174,0
1175,8
1176,3
1177,0
1178,8
1179,1
1180,5
1181,1
1182,1
1183,1
1184,4
1185,1
1186,2
1187,5
1188,3
1189,9
1190,3
1191,4
1192,7
1193,3
1194,1
1195,9
1196,1
1197,7
1198,0
1199,3
1200,6
1201,4
1202,9
1203,1
1204,4
1205,3
1206,7
1207,9
1208,1
1209,7
1210,8
1211,4
1212,6
1213,9
1214,3
1215,9
1216,6
1217,6
1218,1
1219,2
1220,8
1221,3
1222,4
1223,5
1224,9
1225,1
1226,1
1227,8
1228,1
1229,7
1230,3
1231,3
1232,3
1233,7
1234,7
1235,7
1236,1
1237,8
1238,3
1239,7
1240,3
1241,9
1242,3
1243,5
1244,0
1245,7
1246,5
1247,1
1248,1
1249,8
1250,2
1251,6
1252,4
1253,7
1254,7
1255,7
1256,9
1257,3
1258,9
1259,0
1260,4
1261,9
1262,3
1263,8
1264,3
1265,0
1266,8
1267,3
1268,4
1269,9
1270,8
1271,1
1272,0
1273,7
1274,2
1275,1
1276,0
1277,7
1278,6
1279,2
1280,4
1281,6
1282,3
1283,5
1284,1
1285,0
1286,3
1287,9
1288,1
1289,9
1290,1
1291,8
1292,9
1293,3
1294,1
1295,4
1296,0
1297,4
1298,8
1299,1
1300,4
1301,0
1302,0
1303,3
1304,8
1305,6
1306,8
1307,3
1308,5
1309,7
1310,6
1311,0
1312,1
1313,0
1314,7
1315,2
1316,0
1317,4
1318,0
1319,3
1320,2
1321,0
1322,4
1323,0
1324,2
1325,4
1326,9
1327,1
1328,2
1329,4
1330,1
1331,3
1332,1
1333,3
1334,5
1335,1
1336,2
1337,1
1338,5
1339,4
1340,4
1341,4
1342,4
1343,9
1344,4
1345,2
1346,3
1347,6
1348,8
1349,0
1350,0
1351,9
1352,0
1353,8
1354,4
1355,9
1356,8
1357,7
1358,7
1359,4
1360,7
1361,5
1362,1
1363,1
1364,3
1365,1
1366,8
1367,5
1368,2
1369,4
1370,5
1371,3
1372,4
1373,8
1374,9
1375,0
1376,3
1377,7
1378,3
1379,2
1380,7
1381,7
1382,5
1383,6
1384,1
1385,0
1386,0
1387,8
1388,7
1389,8
1390,1
1391,6
1392,6
1393,2
1394,4
1395,3
1396,7
1397,7
1398,1
1399,6
1400,9
1401,9
1402,9
1403,7
1404,7
1405,3
1406,1
1407,9
1408,8
1409,3
1410,2
1411,2
1412,8
1413,6
1414,9
1415,5
1416,1
1417,8
1418,8
1419,5
1420,3
1421,7
1422,3
1423,1
1424,5
1425,6
1426,0
1427,4
1428,0
1429,3
1430,8
1431,6
1432,8
1433,3
1434,3
1435,6
1436,4
1437,9
1438,1
1439,4
1440,5
1441,4
1442,0
1443,3
1444,1
1445,3
1446,9
1447,4
1448,1
1449,9
1450,9
1451,9
1452,3
1453,7
1454,3
1455,1
1456,5
1457,4
1458,8
1459,9
1460,5
1461,3
1462,7
1463,5
1464,1
1465,4
1466,1
1467,0
1468,2
1469,9
1470,2
1471,1
1472,5
1473,1
1474,6
1475,8
1476,5
1477,3
1478,5
1479,8
1480,3
1481,4
1482,0
1483,3
1484,7
1485,0
1486,7
1487,3
1488,1
1489,0
1490,1
1491,1
1492,8
1493,7
1494,4
1495,1
1496,6
1497,0
1498,4
1499,4
1500,8
1501,3
1502,1
1503,8
1504,3
1505,2
1506,0
1507,6
1508,1
1509,9
1510,6
1511,6
1512,3
1513,1
1514,6
1515,1
1516,5
1517,5
1518,4
1519,9
1520,8
1521,8
1522,0
1523,1
1524,1
1525,1
1526,3
1527,2
1528,1
1529,3
1530,1
1531,1
1532,6
1533,1
1534,8
1535,2
1536,6
1537,4
1538,3
1539,7
1540,3
1541,1
1542,3
1543,5
1544,7
1545,1
1546,5
1547,1
1548,0
1549,3
1550,3
1551,5
1552,9
1553,7
1554,6
1555,9
1556,6
1557,4
1558,9
1559,5
1560,6
1561,7
1562,5
1563,4
1564,6
1565,1
1566,3
1567,8
1568,5
1569,7
1570,4
1571,8
1572,9
1573,4
1574,5
1575,5
1576,6
1577,8
1578,8
1579,8
1580,0
1581,3
1582,6
1583,1
1584,7
1585,7
1586,0
1587,4
1588,0
1589,1
1590,5
1591,4
1592,8
1593,4
1594,9
1595,9
1596,6
1597,0
1598,4
1599,8
1600,1
1601,1
1602,8
1603,5
1604,0
1605,0
1606,4
1607,8
1608,0
1609,8
1610,2
1611,8
1612,3
1613,9
1614,9
1615,8
1616,9
1617,5
1618,9
1619,8
1620,5
1621,5
1622,1
1623,7
1624,4
1625,1
1626,1
1627,6
1628,7
1629,0
1630,1
1631,9
1632,1
1633,6
1634,0
1635,7
1636,1
1637,8
1638,4
1639,0
1640,7
1641,7
1642,1
1643,5
1644,6
1645,9
1646,8
1647,7
1648,3
1649,3
1650,1
1651,3
1652,9
1653,1
1654,9
1655,2
1656,0
1657,0
1658,1
1659,1
1660,0
1661,0
1662,1
1663,1
1664,1
1665,7
1666,0
1667,4
1668,4
1669,7
1670,7
1671,0
1672,4
1673,8
1674,0
1675,6
1676,8
1677,5
1678,8
1679,5
1680,4
1681,6
1682,7
1683,8
1684,4
1685,4
1686,1
1687,0
1688,3
1689,1
1690,1
1691,4
1692,1
1693,5
1694,3
1695,8
1696,8
1697,9
1698,6
1699,3
1700,8
1701,1
1702,5
1703,5
1704,8
1705,6
1706,7
1707,6
1708,4
1709,4
1710,1
1711,8
1712,6
1713,9
1714,1
1715,8
1716,7
1717,9
1718,9
1719,6
1720,7
1721,8
1722,0
1723,6
1724,7
1725,6
1726,6
1727,1
1728,4
1729,4
1730,8
1731,8
1732,8
1733,2
1734,3
1735,6
1736,6
1737,7
1738,4
1739,3
1740,5
1741,6
1742,8
1743,4
1744,2
1745,9
1746,3
1747,2
1748,8
1749,1
1750,7
1751,8
1752,2
1753,8
1754,7
1755,1
1756,1
1757,5
1758,1
1759,4
1760,0
1761,7
1762,1
1763,4
1764,9
1765,3
1766,5
1767,0
1768,8
1769,4
1770,7
1771,6
1772,4
1773,4
1774,5
1775,4
1776,8
1777,1
1778,2
1779,7
1780,6
1781,6
1782,9
1783,7
1784,3
1785,7
1786,0
1787,9
1788,6
1789,5
1790,8
1791,3
1792,0
1793,1
1794,4
1795,3
1796,2
1797,7
1798,4
1799,3
1800,6
1801,8
1802,6
1803,9
1804,9
1805,8
1806,0
1807,5
1808,2
1809,8
1810,9
1811,5
1812,7
1813,7
1814,4
1815,9
1816,7
1817,2
1818,6
1819,0
1820,4
1821,2
1822,3
1823,5
1824,1
1825,8
1826,6
1827,6
1828,8
1829,9
1830,8
1831,7
1832,5
1833,2
1834,8
1835,7
1836,2
1837,2
1838,7
1839,5
1840,9
1841,8
1842,5
1843,2
1844,3
1845,7
1846,4
1847,9
1848,1
1849,7
1850,5
1851,5
1852,7
1853,9
1854,5
1855,1
1856,3
1857,5
1858,9
1859,9
1860,8
1861,3
1862,2
1863,6
1864,9
1865,3
1866,3
1867,9
1868,6
1869,4
1870,1
1871,2
1872,0
1873,1
1874,8
1875,0
1876,0
1877,0
1878,7
1879,3
1880,5
1881,4
1882,7
1883,8
1884,3
1885,1
1886,7
1887,0
1888,8
1889,8
1890,8
1891,1
1892,5
1893,8
1894,4
1895,8
1896,4
1897,0
1898,6
1899,3
1900,2
1901,9
1902,6
1903,5
1904,1
1905,9
1906,5
1907,0
1908,7
1909,2
1910,5
1911,1
1912,5
1913,8
1914,5
1915,1
1916,8
1917,8
1918,2
1919,1
1920,5
1921,7
1922,9
1923,8
1924,4
1925,4
1926,5
1927,0
1928,9
1929,1
1930,7
1931,5
1932,9
1933,0
1934,5
1935,8
1936,7
1937,9
1938,6
1939,3
1940,2
1941,9
1942,2
1943,3
1944,1
1945,3
1946,6
1947,4
1948,3
1949,8
1950,3
1951,6
1952,5
1953,7
1954,1
1955,0
1956,2
1957,9
1958,1
1959,9
1960,9
1961,7
1962,0
1963,1
1964,6
1965,6
1966,0
1967,1
1968,6
1969,2
1970,4
1971,4
1972,3
1973,1
1974,0
1975,1
1976,0
1977,1
1978,1
1979,1
1980,7
1981,9
1982,0
1983,9
1984,5
1985,0
1986,5
1987,9
1988,7
1989,4
1990,1
1991,5
1992,3
1993,1
1994,2
1995,3
1996,3
1997,0
1998,0
1999,7
2000,3
2001,6
2002,9
2003,7
2004,6
2005,5
2006,5
2007,4
2008,4
2009,5
2010,3
2011,4
2012,4
2013,7
2014,4
2015,8
2016,0
2017,4
2018,1
2019,9
2020,9
2021,6
2022,7
2023,5
2024,3
2025,0
2026,6
2027,0
2028,9
2029,3
2030,3
2031,0
2032,2
2033,7
2034,9
2035,0
2036,5
2037,8
2038,8
2039,3
2040,6
2041,0
2042,9
2043,9
2044,8
2045,9
2046,7
2047,9
2048,3
2049,5
2050,3
2051,6
2052,8
2053,7
2054,0
2055,2
2056,1
2057,6
2058,6
2059,4
2060,8
2061,4
2062,9
2063,7
2064,0
2065,8
2066,8
2067,7
2068,3
2069,4
2070,9
2071,8
2072,7
2073,1
2074,0
2075,7
2076,4
2077,1
2078,3
2079,6
2080,5
2081,1
2082,5
2083,3
2084,3
2085,3
2086,2
2087,7
2088,0
2089,9
2090,6
2091,5
2092,8
2093,4
2094,1
2095,7
2096,1
2097,5
2098,1
2099,7
2100,8
2101,1
2102,0
2103,4
2104,0
2105,0
2106,8
2107,2
2108,9
2109,3
2110,0
2111,5
2112,8
2113,8
2114,8
2115,2
2116,8
2117,8
2118,1
2119,6
2120,0
2121,9
2122,5
2123,2
2124,6
2125,5
2126,5
2127,0
2128,6
2129,1
2130,2
2131,4
2132,0
2133,9
2134,9
2135,8
2136,1
2137,5
2138,8
2139,9
2140,1
2141,2
2142,7
2143,2
2144,1
2145,8
2146,8
2147,3
2148,7
2149,9
2150,6
2151,7
2152,7
2153,1
2154,8
2155,1
2156,3
2157,7
2158,8
2159,4
2160,9
2161,8
2162,8
2163,9
2164,6
2165,3
2166,5
2167,2
2168,7
2169,0
2170,3
2171,6
2172,8
2173,2
2174,6
2175,7
2176,4
2177,9
2178,1
2179,6
2180,2
2181,9
2182,8
2183,4
2184,0
2185,2
2186,0
2187,1
2188,7
2189,9
2190,2
2191,0
2192,2
2193,7
2194,3
2195,9
2196,1
2197,3
2198,7
2199,3
2200,9
2201,6
2202,9
2203,0
2204,0
2205,8
2206,5
2207,5
2208,2
2209,4
2210,8
2211,6
2212,1
2213,7
2214,5
2215,9
2216,0
2217,4
2218,5
2219,8
2220,8
2221,2
2222,9
2223,5
2224,9
2225,5
2226,8
2227,9
2228,0
2229,4
2230,5
2231,6
2232,0
2233,7
2234,1
2235,0
2236,0
2237,4
2238,2
2239,8
2240,9
2241,1
2242,2
2243,1
2244,1
2245,3
2246,3
2247,7
2248,6
2249,4
2250,9
2251,3
2252,8
2253,1
2254,1
2255,2
2256,6
2257,3
2258,0
2259,2
2260,1
2261,2
2262,9
2263,8
2264,4
2265,0
2266,6
2267,1
2268,6
2269,9
2270,4
2271,0
2272,0
2273,1
2274,1
2275,8
2276,1
2277,2
2278,5
2279,5
2280,2
2281,1
2282,4
2283,4
2284,8
2285,7
2286,6
2287,8
2288,3
2289,4
2290,0
2291,5
2292,2
2293,5
2294,1
2295,0
2296,0
2297,8
2298,2
2299,6
2300,9
2301,1
2302,8
2303,8
2304,8
2305,3
2306,8
2307,2
2308,4
2309,9
2310,1
2311,1
2312,8
2313,6
2314,2
2315,2
2316,8
2317,9
2318,1
2319,8
2320,2
2321,9
2322,7
2323,4
2324,1
2325,8
2326,5
2327,2
2328,8
2329,8
2330,6
2331,2
2332,9
2333,5
2334,3
2335,8
2336,4
2337,4
2338,2
2339,4
2340,2
2341,7
2342,7
2343,7
2344,7
2345,3
2346,5
2347,1
2348,3
2349,5
2350,9
2351,3
2352,8
2353,9
2354,9
2355,7
2356,1
2357,7
2358,5
2359,2
2360,3
2361,0
2362,2
2363,7
2364,7
2365,7
2366,1
2367,9
2368,3
2369,8
2370,1
2371,0
2372,8
2373,7
2374,1
2375,0
2376,7
2377,9
2378,8
2379,4
2380,6
2381,1
2382,8
2383,0
2384,3
2385,2
2386,1
2387,9
2388,9
2389,2
2390,1
2391,4
2392,0
2393,3
2394,9
2395,8
2396,7
2397,7
2398,6
2399,1
2400,9
2401,9
2402,1
2403,0
2404,5
2405,0
2406,1
2407,3
2408,7
2409,9
2410,0
2411,3
2412,0
2413,3
2414,5
2415,7
2416,6
2417,0
2418,3
2419,6
2420,0
2421,8
2422,1
2423,0
2424,1
2425,4
2426,3
2427,3
2428,5
2429,2
2430,6
2431,1
2432,6
2433,3
2434,9
2435,1
2436,1
2437,4
2438,0
2439,2
2440,5
2441,0
2442,3
2443,6
2444,4
2445,2
2446,7
2447,0
2448,7
2449,1
2450,2
2451,9
2452,7
2453,9
2454,7
2455,6
2456,1
2457,8
2458,8
2459,1
2460,3
2461,3
2462,7
2463,0
2464,2
2465,7
2466,2
2467,1
2468,4
2469,8
2470,3
2471,1
2472,4
2473,9
2474,6
2475,0
2476,2
2477,6
2478,4
2479,9
2480,3
2481,1
2482,0
2483,3
2484,1
2485,6
2486,5
2487,4
2488,2
2489,3
2490,7
2491,5
2492,0
2493,1
2494,1
2495,5
2496,1
2497,1
2498,1
2499,3
2500,5
2501,5
2502,8
2503,3
2504,9
2505,3
2506,1
2507,7
2508,0
2509,6
2510,3
2511,8
2512,6
2513,1
2514,5
2515,8
2516,3
2517,7
2518,6
2519,8
2520,4
2521,6
2522,6
2523,0
2524,7
2525,7
2526,2
2527,0
2528,6
2529,3
2530,4
2531,9
2532,7
2533,9
2534,8
2535,8
2536,7
2537,1
2538,9
2539,7
2540,9
2541,7
2542,6
2543,3
2544,9
2545,4
2546,4
2547,2
2548,9
2549,4
2550,8
2551,8
2552,5
2553,1
2554,4
2555,1
2556,7
2557,0
2558,4
2559,9
2560,8
2561,8
2562,4
2563,8
2564,9
2565,3
2566,7
2567,3
2568,8
2569,5
2570,7
2571,3
2572,0
2573,1
2574,0
2575,8
2576,3
2577,2
2578,3
2579,6
2580,4
2581,7
2582,5
2583,5
2584,0
2585,9
2586,3
2587,2
2588,3
2589,2
2590,4
2591,3
2592,0
2593,9
2594,4
2595,0
2596,0
2597,5
2598,9
2599,7
2600,4
2601,3
2602,7
2603,8
2604,8
2605,6
2606,5
2607,6
2608,8
2609,0
2610,6
2611,3
2612,0
2613,3
2614,2
2615,5
2616,7
2617,2
2618,2
2619,2
2620,3
2621,0
2622,3
2623,0
2624,0
2625,5
2626,5
2627,0
2628,5
2629,6
2630,9
2631,7
2632,1
2633,7
2634,2
2635,1
2636,6
2637,4
2638,5
2639,8
2640,1
2641,7
2642,2
2643,3
2644,6
2645,8
2646,5
2647,3
2648,4
2649,7
2650,8
2651,3
2652,3
2653,7
2654,5
2655,9
2656,2
2657,8
2658,1
2659,9
2660,3
2661,3
2662,1
2663,2
2664,9
2665,4
2666,7
2667,8
2668,3
2669,6
2670,4
2671,3
2672,7
2673,5
2674,8
2675,4
2676,5
2677,2
2678,8
2679,1
2680,2
2681,8
2682,6
2683,1
2684,2
2685,2
2686,5
2687,5
2688,4
2689,9
2690,7
2691,5
2692,9
2693,7
2694,7
2695,7
2696,7
2697,9
2698,3
2699,8
2700,7
2701,0
2702,8
2703,9
2704,3
2705,4
2706,3
2707,2
2708,8
2709,0
2710,3
2711,8
2712,7
2713,8
2714,9
2715,9
2716,9
2717,7
2718,0
2719,6
2720,6
2721,3
2722,1
2723,1
2724,5
2725,9
2726,0
2727,0
2728,5
2729,3
2730,1
2731,0
2732,3
2733,9
2734,8
2735,8
2736,5
2737,8
2738,8
2739,0
2740,1
2741,9
2742,7
2743,4
2744,3
2745,2
2746,5
2747,9
2748,9
2749,3
2750,8
2751,9
2752,0
2753,1
2754,4
2755,3
2756,3
2757,8
2758,9
2759,3
2760,1
2761,6
2762,1
2763,1
2764,9
2765,8
2766,8
2767,3
2768,4
2769,4
2770,6
2771,2
2772,0
2773,6
2774,5
2775,1
2776,9
2777,1
2778,3
2779,8
2780,5
2781,3
2782,0
2783,0
2784,5
2785,5
2786,7
2787,3
2788,4
2789,0
2790,9
2791,9
2792,6
2793,2
2794,7
2795,5
2796,1
2797,0
2798,7
2799,1
2800,1
2801,9
2802,8
2803,2
2804,2
2805,6
2806,3
2807,7
2808,0
2809,7
2810,6
2811,5
2812,0
2813,5
2814,2
2815,8
2816,9
2817,4
2818,2
2819,0
2820,9
2821,8
2822,3
2823,7
2824,3
2825,1
2826,2
2827,0
2828,0
2829,4
2830,0
2831,0
2832,5
2833,9
2834,1
2835,3
2836,0
2837,8
2838,5
2839,6
2840,5
2841,1
2842,0
2843,5
2844,0
2845,9
2846,6
2847,6
2848,2
2849,2
2850,4
2851,1
2852,6
2853,3
2854,0
2855,0
2856,3
2857,1
2858,6
2859,1
2860,0
2861,6
2862,0
2863,4
2864,3
2865,9
2866,2
2867,4
2868,0
2869,3
2870,2
2871,0
2872,1
2873,3
2874,0
2875,3
2876,9
2877,1
2878,1
2879,3
2880,4
2881,1
2882,2
2883,1
2884,8
2885,9
2886,4
2887,1
2888,2
2889,4
2890,4
2891,6
2892,4
2893,2
2894,5
2895,6
2896,8
2897,0
2898,6
2899,9
2900,1
2901,9
2902,8
2903,9
2904,8
2905,7
2906,9
2907,8
2908,2
2909,4
2910,9
2911,6
2912,6
2913,1
2914,1
2915,9
2916,5
2917,5
2918,2
2919,1
2920,6
2921,6
2922,9
2923,0
2924,8
2925,0
2926,4
2927,7
2928,4
2929,0
2930,8
2931,2
2932,7
2933,8
2934,6
2935,3
2936,8
2937,5
2938,5
2939,1
2940,9
2941,8
2942,2
2943,4
2944,3
2945,6
2946,9
2947,5
2948,5
2949,2
2950,7
2951,5
2952,4
2953,3
2954,8
2955,6
2956,3
2957,1
2958,5
2959,2
2960,2
2961,9
2962,0
2963,5
2964,0
2965,5
2966,6
2967,9
2968,5
2969,4
2970,4
2971,3
2972,3
2973,4
2974,1
2975,7
2976,3
2977,0
2978,5
2979,4
2980,6
2981,7
2982,7
2983,1
2984,8
2985,4
2986,3
2987,5
2988,3
2989,1
2990,3
2991,7
2992,1
2993,8
2994,4
2995,8
2996,4
2997,7
